record_number,code,band_size,scribe,bander,band_prefix,band_number,species_code,species_name,calendar_age,wrp_age,how_age,how_age2,sex,how_sex,how_sex2,eye_color,skull,bp,cp,fat,body_molt,ff_molt,ff_wear,juv_plg,pp_covs,gr_covs,primaries,secondaries,tertials,rectrices,body_plg,wing_chord,mass,day,month,year,capture_time,release_time,station,net_number,status,disposition,notes,comments,notes,,,,,
20150971,N,0,MF,CMS,2710,75972,REVI,Red-eyed Vireo,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,17.0,20,4,2015,0730,0755,NULL,13,NULL,NULL,,NULL, ,,,,,
20150972,N,0,ED,CMS,2710,75973,REVI,Red-eyed Vireo,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,5,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,20.1,20,4,2015,0850,0910,NULL,14,NULL,NULL,,NULL, ,,,,,
20151100,R,0,JG,SGL,2710,75973,REVI,Red-eyed Vireo,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,3,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,27.5,23,4,2015,0750,0822,NULL,15,NULL,NULL,,NULL, ,,,,,
20150973,N,0,CMS,AA,2710,75974,CSWA,Chesnut-sided warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,9.0,20,4,2015,1145,1210,NULL,14,NULL,NULL,,NULL, ,,,,,
20151072,N,0,MP,MC,2710,75975,BBWA,Bay-breasted warbler,SY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,0,0,3,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,12.1,23,4,2015,0850,0916,NULL,19,NULL,NULL,,NULL, ,,,,,
20151073,N,0,MP,MC,2710,75976,BBWA,Bay-breasted warbler,SY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,0,0,2,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,10.1,23,4,2015,0850,0922,NULL,19,NULL,NULL,,NULL, ,,,,,
20151074,N,0,MP,MC,2710,75977,BBWA,Bay-breasted warbler,ASY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,0,0,2,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,10.6,23,4,2015,0850,0926,NULL,16,NULL,NULL,,NULL, ,,,,,
20151075,N,0,MP,MC,2710,75978,BBWA,Bay-breasted warbler,SY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69,10.7,23,4,2015,0850,0940,NULL,15,NULL,NULL,,NULL, ,,,,,
20151076,N,0,MP,MC,2710,75979,BBWA,Bay-breasted warbler,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,10.8,23,4,2015,0930,1010,NULL,15,NULL,NULL,,NULL, ,,,,,
20151077,N,0,MP,MC,2710,75980,BBWA,Bay-breasted warbler,ASY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,11.7,23,4,2015,0930,1017,NULL,15,NULL,NULL,,NULL, ,,,,,
20151078,N,0,MP,MC,2710,75981,BBWA,Bay-breasted warbler,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,2,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,12.2,23,4,2015,0930,1021,NULL,15,NULL,NULL,,NULL, ,,,,,
20151079,N,0,AA,SGL,2710,75982,BBWA,Bay-breasted warbler,SY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,10.3,23,4,2015,1125,1135,NULL,14,NULL,NULL,,NULL, ,,,,,
20151080,N,0,AA,SGL,2710,75983,BBWA,Bay-breasted warbler,SY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,10.8,23,4,2015,1125,1140,NULL,14,NULL,NULL,,NULL, ,,,,,
20151108,N,0,JG,SGL,2710,75984,BBWA,Bay-breasted warbler,SY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,10.1,24,4,2015,1120,1135,NULL,21,NULL,NULL,,NULL, ,,,,,
20151109,N,0,JG,SGL,2710,75985,BBWA,Bay-breasted warbler,SY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,10.0,24,4,2015,1120,1139,NULL,21,NULL,NULL,,NULL, ,,,,,
20151173,N,0,MP,SGL,2710,75986,BBWA,Bay-breasted warbler,ASY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,11.1,26,4,2015,0650,0715,NULL,14,NULL,NULL,,NULL, ,,,,,
20151216,N,0,JG,SGL,2710,75987,MOWA,?,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62,11.7,27,4,2015,0700,0727,NULL,4,NULL,NULL,,NULL, ,,,,,
20151217,N,0,MP,SGL,2710,75988,COYE,Common Yellowthroat,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,5,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53,11.6,27,4,2015,0825,0851,NULL,13,NULL,NULL,,NULL, ,,,,,
20151218,N,0,SGL,AA,2710,75989,MOWA,?,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62,11.6,27,4,2015,1040,1050,NULL,13,NULL,NULL,,NULL, ,,,,,
20151256,N,0,JG,SGL,2710,75990,MOWA,?,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62,11.1,28,4,2015,0630,0656,NULL,16,NULL,NULL,,NULL, ,,,,,
20151294,N,0,MP,SGL,2710,75991,MOWA,?,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,11.9,29,4,2015,0700,0722,NULL,13,NULL,NULL,,NULL, ,,,,,
20151295,N,0,MP,SGL,2710,75992,MOWA,?,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62,11.4,29,4,2015,0700,0727,NULL,13,NULL,NULL,,NULL,,,,,,
20151296,N,0,MP,SGL,2710,75993,MOWA,?,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,9.7,29,4,2015,0700,0738,NULL,16,NULL,NULL,,NULL, ,,,,,
20151297,N,0,MP,AA,2710,75994,MOWA,?,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63,10.9,29,4,2015,0730,0750,NULL,21,NULL,NULL,,NULL, ,,,,,
20151335,N,0,JG,AA,2710,75995,YEWA,Yellow Warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,8.7,30,4,2015,0845,0853,NULL,17,NULL,NULL,,NULL, ,,,,,
20151336,N,0,AA,SGL,2710,75996,YBFL,Yellow-bellied Flycatcher,SY,NULL,PL/ML,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,10.5,30,4,2015,0945,1010,NULL,3,NULL,NULL,,NULL, ,,,,,
20151337,N,0,AA,SGL,2710,75997,MOWA,?,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,10.7,30,4,2015,1015,1040,NULL,16,NULL,NULL,,NULL,,,,,,
20151338,N,0,JG,SGL,2710,75998,MOWA,?,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,11.5,30,4,2015,1210,1246,NULL,12,NULL,NULL,,NULL,,,,,,
20151358,N,0,SGL,AA,2710,75999,YEWA,Yellow Warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62,7.9,1,5,2015,0855,0920,NULL,16,NULL,NULL,,NULL,,,,,,
20151359,N,0,SGL,AA,2710,76000,YEWA,Yellow Warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,8.8,1,5,2015,0855,0930,NULL,16,NULL,NULL,,NULL,,,,,,
NULL,N,0A,NML,SS,2760,76437,YBFL,Yellow-bellied Flycatcher,HY,FCF,L,NULL,U,U,NULL,NULL,NULL,0,0,0,0,N,1,NULL,J,U,J,J,J,J,F,63,9.8,15,10,2022,1630,1718,CT,56,300,1,"TL=50MM, BW=5.2MM",,,,,,,
20170576,N,0A,AP,SGL,2760,77701,TRFL,Trail's Flycatcher,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,11.6,16,4,2017,0640,0650,NULL,26,NULL,NULL,,NULL,,,,,,
20170577,N,0A,CB,SGL,2760,77702,CSWA,Chesnut-sided warbler,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,9.6,16,4,2017,0840,0850,NULL,27,NULL,NULL,,NULL,,,,,,
20190687,R,0A,PLA,JAB,2760,77702,DCFL,Dusky-Capped Flycatcher,SY,NULL,PL,NULL,F,6,NULL,NULL,NULL,Y,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,18.3,27,4,2019,0600,0625,NULL,15,NULL,NULL,,NULL,,,,,,
20170578,N,0A,CB,SGL,2760,77703,TEWA,Tennessee Warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,5,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,12.1,16,4,2017,0840,0900,NULL,14,NULL,NULL,,NULL,pointed rects,,,,,
20170579,N,0A,CB,MF,2760,77704,MAWA,Magnolia Warbler,SY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53,6.7,16,4,2017,0910,0935,NULL,17,NULL,NULL,,NULL,P10 is longer than the outer gr cov,,,,,
20170580,N,0A,CB,SGL,2760,77705,BWWA,?,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59,8.5,16,4,2017,1000,1015,NULL,19,NULL,NULL,,NULL,Left half of tail growing,,,,,
20170610,N,0A,CB,SGL,2760,77706,TEWA,Tennessee Warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,3,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,11.2,17,4,2017,0635,0652,NULL,14,NULL,NULL,,NULL,loose textured primaries; rects fault bars,,,,,
20170611,N,0A,CB,MF,2760,77707,CSWA,Chesnut-sided warbler,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,8.3,17,4,2017,0735,0800,NULL,27,NULL,NULL,,NULL,NULL,,,,,
20170612,N,0A,CB,MF,2760,77708,TRFL,Trail's Flycatcher,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,12.8,17,4,2017,0935,0950,NULL,25,NULL,NULL,,NULL,NULL,,,,,
20170613,N,0A,CB,MF,2760,77709,TEWA,Tennessee Warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,3,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,9.6,17,4,2017,0935,1000,NULL,13,NULL,NULL,,NULL,NULL,,,,,
20170614,N,0A,CB,SGL,2760,77710,TRFL,Trail's Flycatcher,SY,NULL,ML,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,12.0,17,4,2017,0935,1000,NULL,22,NULL,NULL,,NULL,NULL,,,,,
20170615,N,0A,CB,AP,2760,77711,TEWA,Tennessee Warbler,SY,NULL,ML,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,8.2,17,4,2017,1105,1110,NULL,12,NULL,NULL,,NULL,face pins,,,,,
20170653,N,0A,MF,SGL,2760,77712,TRFL,Trail's Flycatcher,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,10.5,18,4,2017,0605,0620,NULL,6,NULL,NULL,,NULL,NULL,,,,,
20170654,N,0A,CB,SGL,2760,77713,YBFL,Yellow-bellied Flycatcher,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,10.2,18,4,2017,0745,0755,NULL,13,NULL,NULL,,NULL,no BP no CP,,,,,
20170655,N,0A,CB,SGL,2760,77714,WIWA,Wilson's Warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,0,Y,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52,7.0,18,4,2017,0745,0805,NULL,13,NULL,NULL,,NULL,NULL,,,,,
20170656,N,0A,SGL,MF,2760,77715,YBFL,Yellow-bellied Flycatcher,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,Y,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,12.4,18,4,2017,0845,0900,NULL,3,NULL,NULL,,NULL,NULL,,,,,
20170691,N,0A,CB,SGL,2760,77716,CSWA,Chesnut-sided warbler,SY,NULL,PL/ML,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63,8.9,19,4,2017,0705,0725,NULL,5,NULL,NULL,,NULL,NULL,,,,,
20170692,N,0A,AP,SGL,2760,77717,BWWA,?,SY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,6.8,19,4,2017,1000,1030,NULL,12,NULL,NULL,,NULL,NULL,,,,,
20170693,N,0A,AP,MF,2760,77718,BWWA,?,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59,7.5,19,4,2017,1000,1030,NULL,15,NULL,NULL,,NULL,NULL,,,,,
20170694,N,0A,CB,MF,2760,77719,YBFL,Yellow-bellied Flycatcher,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,10.9,19,4,2017,1035,1100,NULL,27,NULL,NULL,,NULL,NULL,,,,,
20170735,N,0A,AP,SGL,2760,77720,TRFL,Trail's Flycatcher,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,11.3,20,4,2017,0635,0650,NULL,27,NULL,NULL,,NULL,NULL,,,,,
20170736,N,0A,AP,SGL,2760,77721,CSWA,Chesnut-sided warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,8.6,20,4,2017,0635,0710,NULL,6,NULL,NULL,,NULL,NULL,,,,,
20170737,N,0A,CB,SGL,2760,77722,YBFL,Yellow-bellied Flycatcher,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.4,20,4,2017,0705,0735,NULL,13,NULL,NULL,,NULL,NULL,,,,,
20170738,N,0A,CB,SGL,2760,77723,ACFL,Acadian Flycatcher,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,11.7,20,4,2017,0705,0735,NULL,13,NULL,NULL,,NULL,NULL,,,,,
20170812,SD,0A,CB,SGL,2760,77723,ACFL,Acadian Flycatcher,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,11.7,20,4,2017,0805,0815,NULL,6,NULL,NULL,,NULL,NULL,,,,,
20170814,SD,0A,AP,SGL,2760,77723,ACFL,Acadian Flycatcher,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,11.8,20,4,2017,0955,1005,NULL,22,NULL,NULL,,NULL,NULL,,,,,
20170739,N,0A,CB,MF,2760,77724,CSWA,Chesnut-sided warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,2,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62,9.3,20,4,2017,0805,0815,NULL,11,NULL,NULL,,NULL,NULL,,,,,
20170740,N,0A,CB,MF,2760,77725,CSWA,Chesnut-sided warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,8.0,20,4,2017,0805,0820,NULL,11,NULL,NULL,,NULL,NULL,,,,,
20170741,N,0A,CB,MF,2760,77726,TRFL,Trail's Flycatcher,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,12.2,20,4,2017,0805,0825,NULL,15,NULL,NULL,,NULL,NULL,,,,,
20170742,N,0A,AP,SGL,2760,77727,TRFL,Trail's Flycatcher,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,11.9,20,4,2017,0955,1015,NULL,24,NULL,NULL,,NULL,NULL,,,,,
20170818,N,0A,MF,SGL,2760,77728,BWWA,?,ASY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,NULL,NULL,2,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56,9.1,21,4,2017,0800,0835,NULL,15,NULL,NULL,,NULL,NULL,,,,,
20170819,N,0A,MF,SGL,2760,77729,YBFL,Yellow-bellied Flycatcher,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,12.9,21,4,2017,0830,0845,NULL,5,NULL,NULL,,NULL,NULL,,,,,
20170820,N,0A,CB,MF,2760,77730,CSWA,Chesnut-sided warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,8.7,21,4,2017,0900,0925,NULL,12,NULL,NULL,,NULL,NULL,,,,,
20170821,N,0A,AP,SGL,2760,77731,CSWA,Chesnut-sided warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,8.2,21,4,2017,0930,0940,NULL,17,NULL,NULL,,NULL,NULL,,,,,
20170878,N,0A,CB,MF,2760,77732,TRFL,Trail's Flycatcher,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69,11.1,22,4,2017,0600,0630,NULL,3,NULL,NULL,,NULL,NULL,,,,,
20170879,N,0A,AP,SGL,2760,77733,YBFL,Yellow-bellied Flycatcher,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69,10.4,22,4,2017,0630,0700,NULL,19,NULL,NULL,,NULL,NULL,,,,,
20170880,N,0A,CB,MF,2760,77734,CSWA,Chesnut-sided warbler,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,3,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,9.0,22,4,2017,0730,0755,NULL,6,NULL,NULL,,NULL,NULL,,,,,
20170900,SD,0A,MF,MF,2760,77734,CSWA,Chesnut-sided warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,3,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,9.0,22,4,2017,0825,0835,NULL,5,NULL,NULL,,NULL,NULL,,,,,
20170881,N,0A,CB,AP,2760,77735,TEWA,Tennessee Warbler,ASY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,9.3,22,4,2017,0910,0920,NULL,14,NULL,NULL,,NULL,NULL,,,,,
20170882,N,0A,CB,SGL,2760,77736,TEWA,Tennessee Warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,8.3,22,4,2017,0930,0935,NULL,17,NULL,NULL,,NULL,NULL,,,,,
20170901,N,0A,CB,MF,2760,77737,MAWA,Magnolia Warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,7.2,23,4,2017,0555,0620,NULL,6,NULL,NULL,,NULL,NULL,,,,,
20170902,N,0A,CB,SGL,2760,77738,TRFL,Trail's Flycatcher,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,12.5,23,4,2017,0625,0650,NULL,15,NULL,NULL,,NULL,NULL,,,,,
20170903,N,0A,CB,SGL,2760,77739,CSWA,Chesnut-sided warbler,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63,8.0,23,4,2017,0655,0720,NULL,5,NULL,NULL,,NULL,NULL,,,,,
20170904,N,0A,CB,MF,2760,77740,CSWA,Chesnut-sided warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59,8.9,23,4,2017,0755,0810,NULL,17,NULL,NULL,,NULL,NULL,,,,,
20170905,N,0A,CB,MF,2760,77741,TEWA,Tennessee Warbler,SY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,NULL,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,8.5,23,4,2017,0755,0820,NULL,5,NULL,NULL,,NULL,NULL,,,,,
20170906,N,0A,CB,MF,2760,77742,MAWA,Magnolia Warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59,7.3,23,4,2017,0855,0910,NULL,12,NULL,NULL,,NULL,NULL,,,,,
20170907,N,0A,AP,SGL,2760,77743,CSWA,Chesnut-sided warbler,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,7.8,23,4,2017,0855,0920,NULL,3,NULL,NULL,,NULL,NULL,,,,,
20170908,N,0A,MF,MF,2760,77744,TEWA,Tennessee Warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63,8.5,23,4,2017,0925,0940,NULL,27,NULL,NULL,,NULL,NULL,,,,,
20170909,N,0A,AP,SGL,2760,77745,MAWA,Magnolia Warbler,SY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,6.9,23,4,2017,1010,1025,NULL,3,NULL,NULL,,NULL,NULL,,,,,
20170960,N,0A,CB,MF,2760,77746,TRFL,Trail's Flycatcher,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66,11.2,24,4,2017,0715,0715,NULL,14,NULL,NULL,,NULL,NULL,,,,,
20170961,N,0A,CB,MF,2760,77747,TEWA,Tennessee Warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,3,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,9.7,24,4,2017,0715,0715,NULL,15,NULL,NULL,,NULL,NULL,,,,,
20170962,N,0A,CB,MF,2760,77748,MAWA,Magnolia Warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57,7.0,24,4,2017,0735,0735,NULL,6,NULL,NULL,,NULL,NULL,,,,,
20170963,N,0A,CB,MF,2760,77749,AMRE,American Redstart,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62,7.9,24,4,2017,0905,0905,NULL,5,NULL,NULL,,NULL,NULL,,,,,
20170964,N,0A,CB,AP,2760,77750,TEWA,Tennessee Warbler,SY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,8.5,24,4,2017,0935,0935,NULL,12,NULL,NULL,,NULL,NULL,,,,,
